accommodation_id,name,accommodation_type,gender_preference,latitude,longitude,monthly_rent,wifi,ac,food_mess,laundry,monthly_rent_numeric,dist_mnit_jaipur_jln_marg_km,dist_jagatpura_education_belt_km,dist_vaishali_nagar_tech_corridor_km,distance_to_nearest_hub_km,nearest_hub,total_amenities,rent_normalized,vfm_index,monthly_rent_numeric_scaled,distance_to_nearest_hub_km_scaled,total_amenities_scaled,vfm_index_scaled
JPR0413,Blue Orchid Address,Hostel,Boys,26.935247,75.794611,5400 per month,0,0,0,0,5400.0,10.51,14.35,6.27,6.27,Vaishali Nagar Tech Corridor,0,0.10625,0.0,-1.1373088761499202,1.1475796342977487,-1.6687709770594055,-1.2554905267507386
JPR0414,Cozy Heights,PG,Girls,26.860845,75.826101,,1,0,1,0,9100.0,2.45,5.52,10.54,2.45,MNIT Jaipur (JLN Marg),2,0.3375,5.16,-0.12580874592668476,-0.17804290588060329,-0.03272099955018445,-0.08365879339778311
JPR0415,Blue Orchid Point,PG,Co-ed,26.837832,75.874943,INR 5900/month,0,0,0,0,5900.0,6.16,3.53,16.01,3.53,Jagatpura Education Belt,0,0.1375,0.0,-1.0006196693629963,0.1967404300860511,-1.6687709770594055,-1.2554905267507386
JPR0416,Serene Stay,Hostel,Boys,26.850074,75.76974,14900 per month,0,1,1,1,14900.0,4.38,8.77,7.65,4.38,MNIT Jaipur (JLN Marg),3,0.7,4.0,1.45978605280163,0.4917087963561033,0.785303989204426,-0.3470938342290677
JPR0417,Crimson House,PG,Boys,26.869269,75.820014,INR 12400/month,1,1,1,1,12400.0,3.09,6.62,9.54,3.09,MNIT Jaipur (JLN Marg),4,0.54375,6.74,0.7763400188670115,0.044050922840377066,1.6033289779590365,0.2751579001482769
JPR0418,Sunshine Heights,Hostel,Boys,26.841531,75.822085,"₹8,300/month",1,0,0,0,8300.0,0.9,3.94,11.55,0.9,MNIT Jaipur (JLN Marg),1,0.2875,2.96,-0.34451147678576266,-0.7159263973142279,-0.8507459883047949,-0.5832769742847022
JPR0419,Comfort Point,Hostel,Girls,26.85077,75.818898,8300 per month,0,0,1,0,8300.0,1.12,4.93,10.64,1.12,MNIT Jaipur (JLN Marg),1,0.2875,2.96,-0.34451147678576266,-0.6395816436913908,-0.8507459883047949,-0.5832769742847022
JPR0420,Golden Nest Heights,Hostel,Boys,26.853572,75.713647,INR 14200/month,1,1,1,1,14200.0,9.94,14.11,6.92,6.92,Vaishali Nagar Tech Corridor,4,0.65625,5.66,1.268421163299937,1.3731436790924945,1.6033289779590365,0.029890793167425746
JPR0421,Amber Enclave,PG,Girls,26.905749,75.742353,6200,0,0,0,1,6200.0,9.95,14.59,0.91,0.91,Vaishali Nagar Tech Corridor,1,0.15625,4.85,-0.9186061452908422,-0.7124561812404625,-0.8507459883047949,-0.1540595370682127
JPR0422,Urban Villa,Independent Flat,Boys,26.831429,75.80416,5300,0,0,0,0,5300.0,1.48,4.81,11.2,1.48,MNIT Jaipur (JLN Marg),0,0.1,0.0,-1.1646467175073048,-0.5146538650358393,-1.6687709770594055,-1.2554905267507386
JPR0423,Comfort Nest,Hostel,Boys,26.830079,75.840524,"₹6,400/month",1,1,0,0,6400.0,3.05,1.82,13.76,1.82,Jagatpura Education Belt,2,0.16875,9.14,-0.8639304625760726,-0.3966665185278185,-0.03272099955018445,0.8201959156612795
JPR0424,Green Valley Retreat,PG,Girls,26.831256,75.848546,8100 per month,1,0,0,0,8100.0,3.73,1.72,14.29,1.72,Jagatpura Education Belt,1,0.275,3.08,-0.39918715950053213,-0.4313686792654717,-0.8507459883047949,-0.556025073509052
JPR0425,Amber Villa,PG,Boys,26.826868,75.895892,Rs. 5800,0,0,0,0,5800.0,8.4,4.77,18.42,4.77,Jagatpura Education Belt,0,0.13125,0.0,-1.027957510720381,0.6270472232329507,-1.6687709770594055,-1.2554905267507386
JPR0426,Ivory Court,PG,Co-ed,26.860528,75.894355,7300 per month,1,0,0,0,7300.0,8.32,6.68,16.65,6.68,Jagatpura Education Belt,1,0.225,3.64,-0.6178898903596101,1.2898584933221269,-0.8507459883047949,-0.42884953655601804
JPR0427,Green Valley Heights,Hostel,Boys,26.814175,75.842265,17000,1,1,1,1,17000.0,4.26,0.73,15.12,0.73,Jagatpura Education Belt,4,0.83125,4.54,2.0338807213067094,-0.7749200705682383,1.6033289779590365,-0.22446028073864213
JPR0428,Elite Palace,Hostel,Girls,26.943154,75.870972,INR 16200/month,1,0,0,1,16200.0,12.61,14.32,13.74,12.61,MNIT Jaipur (JLN Marg),2,0.78125,2.41,1.8151779904476315,3.3476966250649616,-0.03272099955018445,-0.7081815195064318
JPR0429,Sunshine Enclave,Hostel,Boys,26.82499,75.809326,Rs. 11300,1,1,1,0,11300.0,1.95,4.11,12.08,1.95,MNIT Jaipur (JLN Marg),3,0.475,5.71,0.4756237639357795,-0.35155370956886933,0.785303989204426,0.041245751823946596
JPR0430,Sunshine Villa,Independent Flat,Boys,26.849349,75.817465,"₹5,600/month",0,0,0,1,5600.0,0.91,4.89,10.63,0.91,MNIT Jaipur (JLN Marg),1,0.11875,5.93,-1.0826331934351505,-0.7124561812404625,-0.8507459883047949,0.09120756991263844
JPR0431,Ivory Manor,PG,Co-ed,26.82117,75.860943,Rs. 19300,1,1,1,1,19300.0,5.3,1.29,15.95,1.29,Jagatpura Education Belt,4,0.975,3.9,2.6626510725265584,-0.5805879704373804,1.6033289779590365,-0.3698037515421095
JPR0432,Crimson Homes,PG,Co-ed,26.800617,75.874065,"₹10,800/month",0,0,1,1,10800.0,7.62,2.97,18.43,2.97,Jagatpura Education Belt,2,0.44375,4.05,0.3389345571488558,0.0024083299551933444,-0.03272099955018445,-0.33573887557254684
JPR0433,Maple Enclave,Independent Flat,Boys,26.789281,75.740409,Rs. 5100,0,0,0,0,5100.0,9.3,11.21,13.68,9.3,MNIT Jaipur (JLN Marg),0,0.0875,0.0,-1.2193224002220742,2.199055104648641,-1.6687709770594055,-1.2554905267507386
JPR0434,Elite Homes,Hostel,Girls,26.938499,75.769099,"₹4,800/month",0,0,0,0,4800.0,11.56,15.8,4.33,4.33,Vaishali Nagar Tech Corridor,0,0.06875,0.0,-1.3013359242942284,0.4743577159872768,-1.6687709770594055,-1.2554905267507386
JPR0435,Urban Villa,PG,Girls,26.951757,75.713463,"₹17,800/month",1,1,1,1,17800.0,15.68,20.26,4.96,4.96,Vaishali Nagar Tech Corridor,4,0.88125,4.3,2.2525834521657875,0.6929813286344919,1.6033289779590365,-0.2789640822899424
JPR0436,Maple Enclave,Hostel,Boys,26.830392,75.802567,Rs. 11200,0,0,0,0,11200.0,1.67,4.92,11.2,1.67,MNIT Jaipur (JLN Marg),0,0.46875,0.0,0.4482859225783947,-0.44871975963429833,-1.6687709770594055,-1.2554905267507386
JPR0437,Green Valley Enclave,Independent Flat,Boys,26.927129,75.769356,Rs. 12000,1,1,1,0,12000.0,10.39,14.71,3.62,3.62,Vaishali Nagar Tech Corridor,3,0.51875,5.27,0.6669886534374726,0.2279723747499391,0.785303989204426,-0.05867788435343729
JPR0438,Crimson Court,Hostel,Co-ed,26.829554,75.82348,"₹19,300/month",1,1,1,1,19300.0,1.75,2.99,12.59,1.75,MNIT Jaipur (JLN Marg),4,0.975,3.9,2.6626510725265584,-0.42095803104417573,1.6033289779590365,-0.3698037515421095
JPR0439,Zenith Villa,Hostel,Co-ed,26.839801,75.815954,10600,1,1,0,0,10600.0,0.4,4.26,11.25,0.4,MNIT Jaipur (JLN Marg),2,0.43125,4.16,0.2842588744340863,-0.8894372010024939,-0.03272099955018445,-0.3107579665282008
JPR0440,Crimson Point,Hostel,Co-ed,26.843769,75.813288,Rs. 11200,1,1,1,0,11200.0,0.18,4.74,10.75,0.18,MNIT Jaipur (JLN Marg),3,0.46875,5.78,0.4482859225783947,-0.9657819546253309,0.785303989204426,0.057142693943075897
JPR0441,Copper Leaf Enclave,PG,Co-ed,26.915483,75.735958,10800 per month,1,1,1,0,10800.0,11.17,15.8,0.36,0.36,Vaishali Nagar Tech Corridor,3,0.44375,6.08,0.3389345571488558,-0.9033180652975552,0.785303989204426,0.12527244588220118
JPR0442,Cozy Point,Hostel,Girls,26.870896,75.892481,INR 4400/month,1,0,1,0,4400.0,8.51,7.47,16.11,7.47,Jagatpura Education Belt,2,0.04375,21.33,-1.4106872897237674,1.564005563149587,-0.03272099955018445,3.588534836121071
JPR0443,Prime House,PG,Boys,26.810968,75.862632,"₹8,400/month",1,0,1,0,8400.0,6.03,1.42,16.82,1.42,Jagatpura Education Belt,2,0.29375,5.82,-0.3171736354283779,-0.5354751614784313,-0.03272099955018445,0.06622666086829261
JPR0444,Golden Nest Enclave,Independent Flat,Boys,26.897544,75.743411,"₹11,200/month",0,0,0,1,11200.0,9.25,13.9,1.77,1.77,Vaishali Nagar Tech Corridor,1,0.46875,1.93,0.4482859225783947,-0.4140175988966451,-0.8507459883047949,-0.8171891226090324
JPR0445,Crimson Manor,PG,Boys,26.910707,75.734617,INR 11300/month,0,0,1,0,11300.0,10.88,15.52,0.28,0.28,Vaishali Nagar Tech Corridor,1,0.475,1.9,0.4756237639357795,-0.9310797938876777,-0.8507459883047949,-0.8240020978029449
JPR0446,Prime Retreat,Hostel,Girls,26.797528,75.816309,13400,1,1,1,1,13400.0,4.98,3.86,15.0,3.86,Jagatpura Education Belt,4,0.60625,6.1,1.049718432440859,0.3112575605203067,1.6033289779590365,0.12981442934480944
JPR0447,Zenith Retreat,PG,Co-ed,26.893044,75.713445,INR 9200/month,1,1,1,1,9200.0,11.38,15.99,3.15,3.15,Vaishali Nagar Tech Corridor,4,0.34375,10.16,-0.09847090456930002,0.064872219282969,1.6033289779590365,1.0518370722543056
JPR0448,Prime Address,PG,Co-ed,26.816074,75.847832,Rs. 9800,1,0,1,1,9800.0,4.51,0.16,15.36,0.16,Jagatpura Education Belt,3,0.38125,6.96,0.0655561435750084,-0.9727223867728615,0.785303989204426,0.3251197182369687
JPR0449,Ivory Court,PG,Co-ed,26.925254,75.742359,INR 8900/month,1,0,1,1,8900.0,11.59,16.15,1.54,1.54,Vaishali Nagar Tech Corridor,3,0.325,8.0,-0.18048442864145423,-0.4938325685932474,0.785303989204426,0.5613028582926032
JPR0450,Ivory Nest,Independent Flat,Co-ed,27.023298,75.784088,"₹7,900/month",1,0,1,1,7900.0,20.34,23.96,13.2,13.2,Vaishali Nagar Tech Corridor,3,0.2625,9.6,-0.4538628422153016,3.5524393734171156,0.785303989204426,0.9246615353012715
JPR0451,Prime House,Independent Flat,Co-ed,26.868806,75.809931,INR 11700/month,1,1,0,0,11700.0,2.97,7.08,8.72,2.97,MNIT Jaipur (JLN Marg),2,0.5,3.64,0.5849751293653184,0.0024083299551933444,-0.03272099955018445,-0.42884953655601804
JPR0452,Comfort Retreat,PG,Boys,26.916157,75.742182,8400 per month,0,0,1,0,8400.0,10.81,15.42,0.68,0.68,Vaishali Nagar Tech Corridor,1,0.29375,2.91,-0.3171736354283779,-0.7922711509370649,-0.8507459883047949,-0.594631932941223
JPR0453,Prime Retreat,Independent Flat,Co-ed,26.814842,75.852485,,0,1,0,1,9100.0,4.96,0.32,15.78,0.32,Jagatpura Education Belt,2,0.3375,5.16,-0.12580874592668476,-0.9171989295926165,-0.03272099955018445,-0.08365879339778311
JPR0454,Golden Nest Nest,Hostel,Girls,26.77223,75.832275,INR 5500/month,1,0,0,0,5500.0,8.01,5.13,18.23,5.13,Jagatpura Education Belt,1,0.1125,6.15,-1.1099710347925353,0.7519750018885023,-0.8507459883047949,0.14116938800133047
JPR0455,Serene House,Hostel,Boys,26.814354,75.849304,"₹7,800/month",1,0,0,0,7800.0,4.75,0.16,15.59,0.16,Jagatpura Education Belt,1,0.25625,3.27,-0.48120068357268636,-0.9727223867728615,-0.8507459883047949,-0.5128762306142727
JPR0456,Highland Enclave,PG,Co-ed,26.865141,75.719339,Rs. 9100,0,0,1,0,9100.0,9.64,14.02,5.52,5.52,Vaishali Nagar Tech Corridor,1,0.3375,2.58,-0.12580874592668476,0.8873134287653497,-0.8507459883047949,-0.6695746600742608
JPR0457,Urban Nest,Independent Flat,Co-ed,26.904854,75.759432,"₹11,800/month",1,1,1,0,11800.0,8.76,13.33,2.39,2.39,Vaishali Nagar Tech Corridor,3,0.50625,5.39,0.6123129707227032,-0.19886420232319524,0.785303989204426,-0.03142598357778714
JPR0458,Sunshine Court,Hostel,Boys,26.890593,75.732624,17100,1,1,1,1,17100.0,9.62,14.26,2.45,2.45,Vaishali Nagar Tech Corridor,4,0.8375,4.51,2.061218562664094,-0.17804290588060329,1.6033289779590365,-0.2312732559325547
JPR0459,Prime Villa,Independent Flat,Boys,26.82432,75.859658,10100 per month,1,0,1,0,10100.0,5.04,1.39,15.63,1.39,Jagatpura Education Belt,2,0.4,4.44,0.14756966764716262,-0.5458858096997273,-0.03272099955018445,-0.2471701980516838
JPR0460,Urban Residency,Hostel,Girls,26.769192,75.866447,11500,0,0,1,0,11500.0,9.7,5.45,20.46,5.45,Jagatpura Education Belt,1,0.4875,1.86,0.530299446650549,0.8630219162489926,-0.8507459883047949,-0.8330860647281615
JPR0461,Sunshine Point,Hostel,Girls,26.909013,75.740838,11900 per month,1,0,0,1,11900.0,10.32,14.95,0.54,0.54,Vaishali Nagar Tech Corridor,2,0.5125,3.56,0.6396508120800879,-0.8408541759697794,-0.03272099955018445,-0.44701747040645146
JPR0462,Green Valley Enclave,Hostel,Co-ed,26.821437,75.837477,INR 9300/month,1,1,0,0,9300.0,3.35,1.34,14.21,1.34,Jagatpura Education Belt,2,0.35,5.0,-0.07113306321191529,-0.5632368900685538,-0.03272099955018445,-0.11999466109864998
JPR0463,Elite House,PG,Boys,26.845805,75.779855,Rs. 4100,1,0,0,0,4100.0,3.31,7.66,8.54,3.31,MNIT Jaipur (JLN Marg),1,0.025,13.33,-1.4927008137959217,0.12039567646321417,-0.8507459883047949,1.7717414510777296
JPR0464,Crimson Enclave,PG,Boys,26.815584,75.849541,INR 6600/month,1,0,1,0,6600.0,4.68,0.03,15.52,0.03,Jagatpura Education Belt,2,0.18125,8.65,-0.8092547798613032,-1.0178351957318108,-0.03272099955018445,0.7089173208273748
JPR0465,Highland Villa,PG,Boys,26.855896,75.684222,6200 per month,0,0,0,0,6200.0,12.87,16.98,8.16,8.16,Vaishali Nagar Tech Corridor,0,0.15625,0.0,-0.9186061452908422,1.8034504722393943,-1.6687709770594055,-1.2554905267507386
JPR0466,Highland Point,PG,Boys,26.842638,75.805422,10000 per month,1,1,1,1,10000.0,0.75,5.29,10.31,0.75,MNIT Jaipur (JLN Marg),4,0.39375,9.01,0.12023182628977788,-0.7679796384207077,1.6033289779590365,0.790673023154325
JPR0467,Sunshine Villa,Hostel,Boys,26.83896,75.812181,5700 per month,1,0,1,0,5700.0,0.37,4.5,11.06,0.37,MNIT Jaipur (JLN Marg),2,0.125,11.43,-1.055295352077766,-0.8998478492237898,-0.03272099955018445,1.3402530221299358
JPR0468,Maple Nest,Hostel,Co-ed,26.797344,75.682667,"₹4,100/month",1,1,1,0,4100.0,13.86,16.67,13.86,13.86,MNIT Jaipur (JLN Marg),3,0.025,40.0,-1.4927008137959217,3.7814736342856268,0.785303989204426,7.828476398465971
JPR0469,Ivory Stay,Independent Flat,Boys,26.918445,75.735747,Rs. 6300,1,0,1,0,6300.0,11.43,16.04,0.69,0.69,Vaishali Nagar Tech Corridor,2,0.1625,9.41,-0.8912683039334575,-0.7888009348632996,-0.03272099955018445,0.8815126924064922
JPR0470,Sunrise Villa,PG,Girls,26.926338,75.891107,INR 17200/month,1,0,1,1,17200.0,12.15,12.97,15.38,12.15,MNIT Jaipur (JLN Marg),3,0.84375,3.36,2.088556404021479,3.1880666856717568,0.785303989204426,-0.4924373050325351
JPR0471,Crimson Residency,Hostel,Boys,26.853828,75.823745,INR 5900/month,0,0,0,0,5900.0,1.68,4.94,10.8,1.68,MNIT Jaipur (JLN Marg),0,0.1375,0.0,-1.0006196693629963,-0.445249543560533,-1.6687709770594055,-1.2554905267507386
JPR0472,Serene Villa,PG,Boys,26.870551,75.779963,8100,0,0,1,0,8100.0,4.55,9.19,6.31,4.55,MNIT Jaipur (JLN Marg),1,0.275,3.08,-0.39918715950053213,0.5507024696101137,-0.8507459883047949,-0.556025073509052
JPR0473,Sunrise House,PG,Co-ed,26.849989,75.876534,6500 per month,0,0,0,0,6500.0,6.36,4.66,15.49,4.66,Jagatpura Education Belt,0,0.175,0.0,-0.8365926212186879,0.5888748464215323,-1.6687709770594055,-1.2554905267507386
JPR0474,Urban Address,PG,Girls,26.857413,75.713011,9000 per month,0,1,1,0,9000.0,10.06,14.3,6.54,6.54,Vaishali Nagar Tech Corridor,2,0.33125,5.25,-0.1531465872840695,1.2412754682894125,-0.03272099955018445,-0.06321986781604555
JPR0475,Urban Enclave,Hostel,Co-ed,26.911598,75.726916,7600 per month,1,1,0,0,7600.0,11.51,16.16,0.98,0.98,Vaishali Nagar Tech Corridor,2,0.24375,6.81,-0.5358763662874558,-0.6881646687241053,-0.03272099955018445,0.291054842267406
JPR0476,Blue Orchid Villa,PG,Girls,26.854724,75.762695,INR 4500/month,0,0,0,1,4500.0,5.18,9.63,6.9,5.18,MNIT Jaipur (JLN Marg),1,0.05,10.0,-1.3833494483663826,0.7693260822573288,-0.8507459883047949,1.0155012045534386
JPR0477,Zenith Villa,Hostel,Boys,26.831266,75.816192,8600,1,0,1,1,8600.0,1.26,3.72,11.97,1.26,MNIT Jaipur (JLN Marg),3,0.30625,8.42,-0.26249795271360843,-0.5909986186586764,0.785303989204426,0.6566845110073786
JPR0478,Crimson Point,PG,Girls,26.842763,75.825066,"₹4,600/month",0,0,1,0,4600.0,1.2,3.85,11.68,1.2,MNIT Jaipur (JLN Marg),1,0.05625,9.41,-1.356011607008998,-0.6118199151012683,-0.8507459883047949,0.8815126924064922
JPR0479,Copper Leaf Stay,Independent Flat,Boys,26.960174,75.853119,Rs. 6000,0,0,1,0,6000.0,13.71,16.06,12.7,12.7,Vaishali Nagar Tech Corridor,1,0.14375,5.16,-0.9732818280056116,3.3789285697288496,-0.8507459883047949,-0.08365879339778311
JPR0480,Ivory Residency,Hostel,Co-ed,26.838965,75.804148,"₹6,800/month",0,0,0,1,6800.0,0.95,5.18,10.54,0.95,MNIT Jaipur (JLN Marg),1,0.19375,4.1,-0.7545790971465337,-0.6985753169454012,-0.8507459883047949,-0.324383916916026
JPR0481,Copper Leaf Nest,Independent Flat,Boys,26.81542,75.863918,INR 4900/month,1,0,0,0,4900.0,5.86,1.44,16.58,1.44,Jagatpura Education Belt,1,0.075,8.0,-1.2739980829368438,-0.5285347293309006,-0.8507459883047949,0.5613028582926032
JPR0482,Green Valley Manor,Independent Flat,Girls,26.882397,75.824093,6000 per month,1,1,1,1,6000.0,4.6,7.82,9.27,4.6,MNIT Jaipur (JLN Marg),4,0.14375,20.65,-0.9732818280056116,0.5680535499789403,1.6033289779590365,3.434107398392387
JPR0483,Serene Manor,Independent Flat,Boys,26.765063,75.863436,Rs. 4200,0,0,0,0,4200.0,9.93,5.81,20.64,5.81,Jagatpura Education Belt,0,0.03125,0.0,-1.4653629724385369,0.987949694904544,-1.6687709770594055,-1.2554905267507386
JPR0484,Comfort Manor,Independent Flat,Girls,26.899986,75.715233,INR 17800/month,1,1,1,0,17800.0,11.63,16.27,2.54,2.54,Vaishali Nagar Tech Corridor,3,0.88125,3.22,2.2525834521657875,-0.14681096121671547,0.785303989204426,-0.5242311892707935
JPR0485,Royal Address,Hostel,Co-ed,26.879116,75.693685,INR 9300/month,0,0,0,1,9300.0,12.53,16.98,5.65,5.65,Vaishali Nagar Tech Corridor,1,0.35,2.5,-0.07113306321191529,0.9324262377242991,-0.8507459883047949,-0.6877425939246943
JPR0486,Green Valley Stay,PG,Girls,26.885065,75.694663,INR 8800/month,1,1,1,0,8800.0,12.67,17.17,5.16,5.16,Vaishali Nagar Tech Corridor,3,0.31875,8.14,-0.20782226999883896,0.7623856501097983,0.785303989204426,0.5930967425308618
JPR0487,Highland House,PG,Girls,26.825459,75.864329,Rs. 7300,1,0,0,0,7300.0,5.42,1.83,15.91,1.83,Jagatpura Education Belt,1,0.225,3.64,-0.6178898903596101,-0.3931963024540531,-0.8507459883047949,-0.42884953655601804
JPR0488,Copper Leaf House,PG,Co-ed,26.81217,75.81041,Rs. 18800,1,1,1,1,18800.0,3.35,3.89,13.31,3.35,MNIT Jaipur (JLN Marg),4,0.94375,4.03,2.5259618657396348,0.13427654075827547,1.6033289779590365,-0.3402808590351551
JPR0489,Urban Nest,Hostel,Girls,26.89965,75.689168,6800,0,0,0,0,6800.0,13.84,18.43,4.93,4.93,Vaishali Nagar Tech Corridor,0,0.19375,0.0,-0.7545790971465337,0.6825706804131958,-1.6687709770594055,-1.2554905267507386
JPR0490,Elite Stay,Hostel,Boys,26.768654,75.837591,5800,0,0,0,0,5800.0,8.53,5.37,18.84,5.37,Jagatpura Education Belt,0,0.13125,0.0,-1.027957510720381,0.83526018765887,-1.6687709770594055,-1.2554905267507386
JPR0491,Serene Enclave,Independent Flat,Boys,26.817319,75.850217,"₹9,900/month",1,1,1,1,9900.0,4.61,0.19,15.43,0.19,Jagatpura Education Belt,4,0.3875,9.14,0.09289398493239313,-0.9623117385515656,1.6033289779590365,0.8201959156612795
JPR0492,Amber Manor,Independent Flat,Girls,26.816064,75.849317,Rs. 7700,1,1,0,1,7700.0,4.63,0.03,15.46,0.03,Jagatpura Education Belt,3,0.25,10.0,-0.5085385249300711,-1.0178351957318108,0.785303989204426,1.0155012045534386
JPR0493,Amber Heights,PG,Girls,26.894099,75.76372,,1,0,0,0,9100.0,7.56,12.17,3.35,3.35,Vaishali Nagar Tech Corridor,1,0.3375,2.58,-0.12580874592668476,0.13427654075827547,-0.8507459883047949,-0.6695746600742608
JPR0494,Blue Orchid Nest,Hostel,Boys,26.837556,75.820193,Rs. 9200,0,0,1,0,9200.0,0.88,3.78,11.73,0.88,MNIT Jaipur (JLN Marg),1,0.34375,2.54,-0.09847090456930002,-0.7228668294617586,-0.8507459883047949,-0.6786586269994775
JPR0495,Silver Oak Nest,Independent Flat,Boys,26.824462,75.781069,15600,1,1,1,1,15600.0,3.73,6.85,10.71,3.73,MNIT Jaipur (JLN Marg),4,0.74375,5.04,1.6511509423033233,0.2661447515613576,1.6033289779590365,-0.11091069417343326
JPR0496,Maple Nest,PG,Co-ed,26.914417,75.741396,,1,0,1,0,9100.0,10.72,15.33,0.51,0.51,Vaishali Nagar Tech Corridor,2,0.3375,5.16,-0.12580874592668476,-0.8512648241910754,-0.03272099955018445,-0.08365879339778311
JPR0497,Royal Address,Hostel,Boys,26.814554,75.84719,9400 per month,1,1,1,0,9400.0,4.58,0.26,15.43,0.26,Jagatpura Education Belt,3,0.35625,7.38,-0.043795221854530546,-0.9380202260352084,0.785303989204426,0.42050137095174417
JPR0498,Ivory Manor,PG,Girls,26.909227,75.773147,14200,1,0,1,1,14200.0,8.44,12.85,3.62,3.62,Vaishali Nagar Tech Corridor,3,0.65625,4.25,1.268421163299937,0.2279723747499391,0.785303989204426,-0.29031904094646327
JPR0499,Urban Heights,Hostel,Boys,26.754608,75.698078,Rs. 7200,1,0,1,0,7200.0,15.0,16.49,17.95,15.0,MNIT Jaipur (JLN Marg),2,0.21875,7.44,-0.6452277317169948,4.177078266694873,-0.03272099955018445,0.4341273213395693
JPR0500,Urban Homes,PG,Co-ed,26.962929,75.744998,4800,1,1,0,0,4800.0,15.02,19.36,5.69,5.69,Vaishali Nagar Tech Corridor,2,0.06875,16.84,-1.3013359242942284,0.9463071020193604,-0.03272099955018445,2.568859548765496
